ID	M	x	y	z	vx	vy	vz	eps
0	1	0	0	0.0	0.0	0.0	0.0	0.118
1	0.009930486593843098	0.10154589644766444	-0.01655187599367673	0.0	0.334328184690538	2.051106184887484	0.0	0.118
2	0.009930486593843098	-0.09417750313116925	0.06347942885640126	0.0	-1.271798187459123	-1.8868282204081122	0.0	0.118
3	0.009930486593843098	0.019489732522956438	0.12913635997961284	0.0	-2.4599120741617053	0.37125894181136543	0.0	0.118
4	0.009930486593843098	0.005668713098899413	-0.14155159033055265	0.0	2.7103379601065143	0.10854083843933968	0.0	0.118
5	0.009930486593843098	-0.07720451308107514	0.14794728743595825	0.0	-2.609138531507301	-1.3615475712813487	0.0	0.118
6	0.009930486593843098	-0.17250478546324946	0.06412099206230949	0.0	-1.1041933110036266	-2.9706126511507858	0.0	0.118
7	0.009930486593843098	-0.04899565144237605	0.20681481959202566	0.0	-3.288374540027981	-0.7790353374725324	0.0	0.118
8	0.009930486593843098	-0.10407872290624365	-0.2079393176943746	0.0	3.186322007924307	-1.5948322281226346	0.0	0.118
9	0.009930486593843098	0.23019819928095128	-0.14241240222454637	0.0	1.953518426274934	3.157705487486942	0.0	0.118
10	0.009930486593843098	-0.2793144571952452	-0.11663979492726315	0.0	1.4742153416697663	-3.5302673346105786	0.0	0.118
11	0.009930486593843098	-0.33111697614614677	-0.030400851642914475	0.0	0.35664276460018146	-3.884446237424321	0.0	0.118
12	0.009930486593843098	0.05475086803363683	0.37780896152159515	0.0	-3.9000414350854644	0.5651815485744498	0.0	0.118
13	0.009930486593843098	0.4052747927257433	0.01846218155568511	0.0	-0.17974614293403984	3.9457190149022763	0.0	0.118
14	0.009930486593843098	0.47482586909405156	-0.06426508149503589	0.0	0.5274911196418757	3.897395342798951	0.0	0.118
15	0.009930486593843098	-0.5299373527881078	0.2146617758887409	0.0	-1.4626114905393097	-3.610761432699599	0.0	0.118
16	0.009930486593843098	0.1726672380905961	-0.6125002338302089	0.0	3.7001845751486866	1.0431027054815116	0.0	0.118
17	0.009930486593843098	-0.7156151017860796	0.19440965458599202	0.0	-0.992577880696171	-3.653644273159373	0.0	0.118
18	0.009930486593843098	0.35920068689970347	-0.6947082280384547	0.0	3.313154157993632	1.7130749303433406	0.0	0.118
19	0.009930486593843098	0.6462730685791347	0.6508750179493061	0.0	-2.6114274264122175	2.592963579331268	0.0	0.118
20	0.009930486593843098	0.09895070747592705	-0.004779995661670124	0.0	0.10027313901071316	2.075754613232281	0.0	0.118
21	0.009930486593843098	-0.10215613514762661	0.05339293558318503	0.0	-1.0539971155635817	-2.016601458726142	0.0	0.118
22	0.009930486593843098	0.0038707222103872853	0.12742555640230052	0.0	-2.4866232427274912	0.07553451667185959	0.0	0.118
23	0.009930486593843098	0.023104659842034855	-0.13925417558693112	0.0	2.67592834896967	0.44398248026685755	0.0	0.118
24	0.009930486593843098	-0.09005397984661302	0.13462822075693762	0.0	-2.4462133980134997	-1.6362932734804825	0.0	0.118
25	0.009930486593843098	-0.17735429190100813	0.04537609861921628	0.0	-0.7855352521350929	-3.070295874813257	0.0	0.118
26	0.009930486593843098	-0.07188949708662862	0.1868097375604065	0.0	-3.1539184062646575	-1.2137140763623804	0.0	0.118
27	0.009930486593843098	-0.07721720894204655	-0.2241509459464486	0.0	3.3688718711856764	-1.1605343982731882	0.0	0.118
28	0.009930486593843098	0.24264792250251344	-0.10776642790732985	0.0	1.5071447484576412	3.3935015683947154	0.0	0.118
29	0.009930486593843098	-0.25602704057158876	-0.14949646233755823	0.0	1.929085668229545	-3.3037443623961487	0.0	0.118
30	0.009930486593843098	-0.32806795730322497	-0.07241642050104531	0.0	0.8408034170999384	-3.809089949945352	0.0	0.118
31	0.009930486593843098	0.008737702081675807	0.3825056365911823	0.0	-3.939753025868626	0.08999707434955592	0.0	0.118
32	0.009930486593843098	0.4247641884761219	0.06932535664244785	0.0	-0.6362269187689388	3.8982332572967997	0.0	0.118
33	0.009930486593843098	0.4912695469892185	-0.007426419220079275	0.0	0.05944648815795011	3.9324805726688217	0.0	0.118
34	0.009930486593843098	-0.5330219618990547	0.1526031250609321	0.0	-1.0722645519379954	-3.7452742525462286	0.0	0.118
35	0.009930486593843098	0.2405479195630288	-0.563295517566066	0.0	3.5355247804657646	1.5097992154798698	0.0	0.118
36	0.009930486593843098	-0.691477731860769	0.10643583944324425	0.0	-0.5759880730407566	-3.742000142136873	0.0	0.118
37	0.009930486593843098	0.428632451150695	-0.6809096141761163	0.0	3.1564876521398784	1.9870082771568471	0.0	0.118
38	0.009930486593843098	0.5629467426486457	0.7295475545749801	0.0	-2.913529315505962	2.2481904400748016	0.0	0.118
39	0.009930486593843098	0.10314861694720764	0.006903299352045275	0.0	-0.13877300721180955	2.0735365849754257	0.0	0.118
40	0.009930486593843098	-0.10822875255284889	0.03857688706989379	0.0	-0.7639714644795602	-2.143347606995588	0.0	0.118
41	0.009930486593843098	-0.01126171159810454	0.12512001501358075	0.0	-2.4777539288820662	-0.22301587923492125	0.0	0.118
42	0.009930486593843098	0.037620769838091615	-0.13918124093326642	0.0	2.6185383070749406	0.7077924172980029	0.0	0.118
43	0.009930486593843098	-0.1092661012472504	0.12408701588455984	0.0	-2.208757253736563	-1.9449439733638425	0.0	0.118
44	0.009930486593843098	-0.18458112682612945	0.02246684256625812	0.0	-0.3829216311893416	-3.145974160035256	0.0	0.118
45	0.009930486593843098	-0.095789975049139	0.1874524392520086	0.0	-3.009253457103386	-1.5377570690608118	0.0	0.118
46	0.009930486593843098	-0.05111715034517662	-0.2312701605254568	0.0	3.4791923125440913	-0.7689984566795109	0.0	0.118
47	0.009930486593843098	0.2497539958433302	-0.07839720777700473	0.0	1.11204420823187	3.542696129565562	0.0	0.118
48	0.009930486593843098	-0.23831893413809327	-0.1782420172786469	0.0	2.291336700173995	-3.0636374547045726	0.0	0.118
49	0.009930486593843098	-0.3155430204540832	-0.10682808603002648	0.0	1.250880177428804	-3.694782187720588	0.0	0.118
50	0.009930486593843098	-0.03657736558833562	0.3736148207378296	0.0	-3.922029971706657	-0.3839717167542184	0.0	0.118
51	0.009930486593843098	0.4123229674873968	0.11865771016551067	0.0	-1.0923387060296477	3.795761237455607	0.0	0.118
52	0.009930486593843098	0.4744988689733354	0.0492481191983344	0.0	-0.4060167974632798	3.91191611611876	0.0	0.118
53	0.009930486593843098	-0.5551097939366558	0.08992929480965181	0.0	-0.622998983677606	-3.8456082434987002	0.0	0.118
54	0.009930486593843098	0.3004537829251256	-0.5450109913434839	0.0	3.366704817453337	1.85599779538867	0.0	0.118
55	0.009930486593843098	-0.7179404400670966	0.02584775160225739	0.0	-0.13622026830677966	-3.7836188183457424	0.0	0.118
56	0.009930486593843098	0.5036969287060271	-0.6185744616364657	0.0	2.892240977538522	2.355113228583361	0.0	0.118
57	0.009930486593843098	0.4590868145834287	0.7816569351948705	0.0	-3.173251103858834	1.8637303343067184	0.0	0.118
58	0.009930486593843098	0.09681377235000233	0.018429321227233023	0.0	-0.38861980743453434	2.0415157511103614	0.0	0.118
59	0.009930486593843098	-0.1132989026870917	0.027145672986963822	0.0	-0.5301736173069795	-2.212805300622806	0.0	0.118
60	0.009930486593843098	-0.02586931611951346	0.12247353371252703	0.0	-2.434064250880846	-0.514132120242749	0.0	0.118
61	0.009930486593843098	0.056575826599284125	-0.1309995895369762	0.0	2.4901996132965274	1.0754621599764798	0.0	0.118
62	0.009930486593843098	-0.11870783706422501	0.11156909814452001	0.0	-2.0155535117082852	-2.1445185256599264	0.0	0.118
63	0.009930486593843098	-0.18171687702311887	0.0018796023984546987	0.0	-0.032779033354962406	-3.1690231817098713	0.0	0.118
64	0.009930486593843098	-0.12081614564576743	0.17544299874969657	0.0	-2.7832869825765587	-1.9166681364166982	0.0	0.118
65	0.009930486593843098	-0.023198576158990403	-0.2303791486190734	0.0	3.545235072460611	-0.3569958753775524	0.0	0.118
66	0.009930486593843098	0.2607802279581172	-0.05027580524639236	0.0	0.7029105186473806	3.6459916333249724	0.0	0.118
67	0.009930486593843098	-0.22719170440542236	-0.20025556706566622	0.0	2.5297005245160475	-2.869967523108268	0.0	0.118
68	0.009930486593843098	-0.3089388611249828	-0.14932297263889802	0.0	1.6975222450831435	-3.5120556459756576	0.0	0.118
69	0.009930486593843098	-0.0792104547379855	0.36585231667796375	0.0	-3.851541608200924	-0.8338948486047488	0.0	0.118
70	0.009930486593843098	0.38833029015380804	0.17063390470216397	0.0	-1.5889357616511095	3.6161153695377646	0.0	0.118
71	0.009930486593843098	0.46211569822546145	0.1051210232106819	0.0	-0.8723677503974504	3.834959171547792	0.0	0.118
72	0.009930486593843098	-0.5240679407820024	0.02457996840037712	0.0	-0.18251859141736687	-3.8914672631175375	0.0	0.118
73	0.009930486593843098	0.3632705217816971	-0.5037434568522341	0.0	3.1181751957775923	2.2486468359412255	0.0	0.118
74	0.009930486593843098	-0.69673366893676	-0.05614965586816967	0.0	0.3041327638417238	-3.77383499718729	0.0	0.118
75	0.009930486593843098	0.5659271447330869	-0.5434188076628574	0.0	2.5833430320495934	2.690344767936283	0.0	0.118
76	0.009930486593843098	0.3879513749471896	0.8263228645591013	0.0	-3.3312147349424537	1.5639762520123628	0.0	0.118
77	0.009930486593843098	0.09387119576487936	0.030095078835769472	0.0	-0.6344538210835708	1.978959389597122	0.0	0.118
78	0.009930486593843098	-0.11167200759787405	0.013114263720363284	0.0	-0.2653928606056676	-2.2599022086126426	0.0	0.118
79	0.009930486593843098	-0.039751817471339684	0.11747785311941898	0.0	-2.3565160758357955	-0.7973911203474119	0.0	0.118
80	0.009930486593843098	0.07282919343710485	-0.1250417703445938	0.0	2.343921217572676	1.3651909380801186	0.0	0.118
81	0.009930486593843098	-0.12866698847721908	0.09697051274368121	0.0	-1.7713099049208372	-2.350292936250194	0.0	0.118
82	0.009930486593843098	-0.1817211187767596	-0.01971937126088533	0.0	0.341896183684465	-3.150696651666777	0.0	0.118
83	0.009930486593843098	-0.13893097221491185	0.16080058902602729	0.0	-2.5571488175747574	-2.209364862876028	0.0	0.118
84	0.009930486593843098	0.0041708989928472655	-0.23427190707773282	0.0	3.562599436842984	0.06342733359880086	0.0	0.118
85	0.009930486593843098	0.2692842589163371	-0.01936814840173475	0.0	0.2663771164661411	3.7035633408008612	0.0	0.118
86	0.009930486593843098	-0.1887307738208274	-0.23248807008833877	0.0	2.9702275911728786	-2.411191901128638	0.0	0.118
87	0.009930486593843098	-0.28602113682719216	-0.18430973151385407	0.0	2.1129384411030534	-3.278964436691958	0.0	0.118
88	0.009930486593843098	-0.12853845035229378	0.35580607494433025	0.0	-3.706340613673051	-1.338952065486354	0.0	0.118
89	0.009930486593843098	0.37615052648368746	0.2142038297659699	0.0	-1.9545672852475688	3.432298639090281	0.0	0.118
90	0.009930486593843098	0.45214984982189566	0.1654387044980602	0.0	-1.351411943546348	3.693456795227516	0.0	0.118
91	0.009930486593843098	-0.5545760199576955	-0.04066974041927426	0.0	0.284928680799034	-3.885311588918783	0.0	0.118
92	0.009930486593843098	0.43776862777576386	-0.4638464809531729	0.0	2.7958594193511326	2.638673767553819	0.0	0.118
93	0.009930486593843098	-0.696986342726931	-0.14408683819953172	0.0	0.7664809944645414	-3.7076723438246564	0.0	0.118
94	0.009930486593843098	0.63245550605618	-0.4759494684600638	0.0	2.2427426637510592	2.9802217259445887	0.0	0.118
95	0.009930486593843098	0.27476190495159847	0.8584309841498143	0.0	-3.504924381013233	1.1218370695138267	0.0	0.118
96	0.009930486593843098	0.08886463366925633	0.040481240697097645	0.0	-0.8615107851849458	1.891193031864325	0.0	0.118
97	0.009930486593843098	-0.11177639311036697	-4.617831224126978e-05	0.0	0.0009400518601195932	-2.2754319324592545	0.0	0.118
98	0.009930486593843098	-0.05264751335326758	0.11457698823313421	0.0	-2.2605490004469675	-1.038710176642002	0.0	0.118
99	0.009930486593843098	0.08514306888067294	-0.11809582094524815	0.0	2.2002870996359967	1.5863321375988264	0.0	0.118
100	0.009930486593843098	-0.14451607392207313	0.07692939626234904	0.0	-1.3829129313396542	-2.5978774970717518	0.0	0.118
101	0.009930486593843098	-0.17762673945286	-0.04046698784051248	0.0	0.7039689722556259	-3.0900178118165598	0.0	0.118
102	0.009930486593843098	-0.15061206989464468	0.14548538478416903	0.0	-2.347866614980358	-2.4306018865284904	0.0	0.118
