0.0	8.025523832736129e-15
1.0	6.665450705701363e-15
2.0	2.1677462643136027e-15
3.0	6.150313793638452e-15
4.0	6.568991517590762e-15
5.0	6.5448778400178554e-15
6.0	6.114092403745515e-15
7.0	5.598898177049479e-15
8.0	6.969197127180433e-15
9.0	7.174541897760158e-15
10.0	8.619969431682948e-15
11.0	8.47625753824526e-15
12.0	8.27964351229134e-15
13.0	7.808116090522545e-15
14.0	7.816973649226739e-15
15.0	8.242265370687416e-15
16.0	6.958501849590272e-15
17.0	8.582724917134961e-15
18.0	1.4419213483218628e-15
19.0	8.525486763159809e-15
20.0	4.343326722920881e-16
21.0	8.415787719772319e-15
22.0	1.3933344542795232e-15
23.0	6.637761966461314e-15
24.0	7.640096600520892e-15
25.0	8.254549176507386e-15
26.0	8.080920811975914e-15
27.0	8.465164575774664e-15
28.0	7.673007550626979e-15
29.0	6.6102604143309846e-15
30.0	8.271990784523853e-15
31.0	-3.0517667268690033e-15
32.0	-8.795311806959658e-15
33.0	1.1888524731983369e-15
34.0	4.899406003099258e-15
35.0	8.06804321670911e-15
36.0	8.108068384258346e-15
37.0	7.932017619469083e-15
38.0	3.816127058460755e-15
39.0	7.917127265176802e-15
40.0	-1.4984087613751646e-14
41.0	8.085578213709809e-15
42.0	7.464492257267306e-15
43.0	7.89898209169202e-15
44.0	8.1139929566365e-15
45.0	-3.717918294434696e-15
46.0	6.411246204845429e-15
47.0	7.896274004234826e-15
48.0	6.906997574423543e-15
49.0	5.893344357794232e-15
50.0	8.433472912920042e-15
51.0	2.8237815148096773e-16
52.0	7.799666677144906e-15
53.0	6.773259111309412e-15
54.0	6.726347044242633e-15
55.0	8.140303873538498e-15
56.0	6.152039651529907e-15
57.0	5.454208468290949e-15
58.0	1.1115198391091974e-15
59.0	8.195524501953032e-15
60.0	7.891326675420056e-15
61.0	8.302671690011603e-15
62.0	6.353345939052076e-15
63.0	8.498114792726687e-15
64.0	8.334688787535708e-15
65.0	-3.250540930978423e-13
66.0	7.377611038925111e-15
67.0	8.07074174915551e-15
68.0	8.111114432759279e-15
69.0	8.48687695100241e-15
70.0	6.765250770918335e-15
71.0	3.962629696997753e-15
72.0	7.870756720578811e-15
73.0	8.477773059650152e-15
74.0	-3.228243387488775e-14
75.0	3.5194494388087287e-15
76.0	5.148427169865093e-15
77.0	7.972774622765953e-15
78.0	6.397071247212682e-15
79.0	8.460750368009554e-15
80.0	7.548252191715257e-15
81.0	7.781682112495107e-15
82.0	-1.0622299079316437e-14
83.0	8.270509424507547e-15
84.0	8.150236796654692e-15
85.0	8.225883320968606e-15
86.0	7.317985358439373e-15
87.0	8.5203763871536e-15
88.0	6.422116441956368e-15
89.0	8.56573512421281e-15
90.0	7.86360111552434e-15
91.0	7.703012274407683e-15
92.0	8.597111699157562e-15
93.0	5.138750610831657e-15
94.0	6.4763579548443015e-15
95.0	8.174359417439582e-15
96.0	7.522782589498914e-15
97.0	-4.155995672525582e-18
98.0	6.886817834831977e-15
99.0	6.452614037308577e-15
100.0	-1.1988063505807145e-14
101.0	7.91123306066003e-15
102.0	4.7471032736219645e-15
103.0	-3.888133665949955e-15
104.0	5.833648461743695e-15
105.0	8.197836322877256e-15
106.0	7.243410483775735e-15
107.0	8.5864641262744e-15
108.0	8.226852358100128e-15
109.0	-2.75207384292672e-15
110.0	5.6619430474209164e-15
111.0	-9.225363969745253e-14
112.0	6.632367429360257e-15
113.0	6.0296467427355845e-15
