0.0	7.46742642779112e-14
1.0	6.201933203701313e-14
2.0	2.0170005104537496e-14
3.0	5.72261907070656e-14
4.0	6.11218181715546e-14
5.0	6.089745012126546e-14
6.0	5.688916527390726e-14
7.0	5.209549065439989e-14
8.0	6.484557005747442e-14
9.0	6.67562203791777e-14
10.0	8.020534097227486e-14
11.0	7.886815972994606e-14
12.0	7.703874546787585e-14
13.0	7.265137286739031e-14
14.0	7.273378888090721e-14
15.0	7.669095692629905e-14
16.0	6.474605481045543e-14
17.0	7.985879577659302e-14
18.0	1.3416496820274782e-14
19.0	7.932621782489877e-14
20.0	4.041290319684114e-15
21.0	7.830551244269359e-14
22.0	1.296441535518286e-14
23.0	6.176169947891532e-14
24.0	7.108801923672358e-14
25.0	7.680525278820782e-14
26.0	7.518971084081701e-14
27.0	7.876494418540962e-14
28.0	7.139424236200809e-14
29.0	6.150580862142343e-14
30.0	7.69675399205934e-14
31.0	-2.8395459443623116e-14
32.0	-8.183683135688185e-14
33.0	1.106179294199757e-14
34.0	4.55869979208661e-14
35.0	7.506989000744528e-14
36.0	7.544230805850214e-14
37.0	7.380422665311243e-14
38.0	3.550752397943186e-14
39.0	7.366567790829483e-14
40.0	-1.394208957224383e-13
41.0	7.523304608668638e-14
42.0	6.945409160378408e-14
43.0	7.349684438281339e-14
44.0	7.549743381645685e-14
45.0	-3.4593731273382894e-14
46.0	5.965406161903455e-14
47.0	7.347164672057658e-14
48.0	6.426682828991303e-14
49.0	5.483519368348545e-14
50.0	7.84700660365409e-14
51.0	2.6274147520109703e-15
52.0	7.257275448162658e-14
53.0	6.302244579674485e-14
54.0	6.258594792158605e-14
55.0	7.574224629305911e-14
56.0	5.724224911910167e-14
57.0	5.074921123464052e-14
58.0	1.0342243952347543e-14
59.0	7.625605198262e-14
60.0	7.342561382008002e-14
61.0	7.7253013379569e-14
62.0	5.911532298375135e-14
63.0	7.90715326728686e-14
64.0	7.755091956686498e-14
65.0	-3.0244973161277124e-12
66.0	6.864569688641824e-14
67.0	7.509499876415944e-14
68.0	7.547065031202935e-14
69.0	7.896696908527343e-14
70.0	6.294793141733587e-14
71.0	3.6870671980040195e-14
72.0	7.323421868143663e-14
73.0	7.88822610457566e-14
74.0	-3.0037503521869407e-13
75.0	3.274705831074198e-14
76.0	4.790403950439009e-14
77.0	7.418345414082048e-14
78.0	5.952216935177895e-14
79.0	7.87238717613966e-14
80.0	7.02334440326131e-14
81.0	7.240541535661567e-14
82.0	-9.883621152040268e-14
83.0	7.695375646273276e-14
84.0	7.58346681389835e-14
85.0	7.653852855679718e-14
86.0	6.809090396288554e-14
87.0	7.927866783600709e-14
88.0	5.975520479387404e-14
89.0	7.970071260154517e-14
90.0	7.316763866062177e-14
91.0	7.167342422275125e-14
92.0	7.999265898441724e-14
93.0	4.781400302292446e-14
94.0	6.025990020810944e-14
95.0	7.605911940225496e-14
96.0	6.999645965005061e-14
97.0	-3.866999362114366e-17
98.0	6.407906394688313e-14
99.0	6.003897262592719e-14
100.0	-1.1154409900873904e-13
101.0	7.361083471104817e-14
102.0	4.4169882411908176e-14
103.0	-3.6177516696437e-14
104.0	5.427974743242628e-14
105.0	7.627756254449233e-14
106.0	6.739701481311592e-14
107.0	7.989358761046793e-14
108.0	7.654754505671462e-14
109.0	-2.5606937956078083e-14
110.0	5.268209776164153e-14
111.0	-8.583829327302684e-13
112.0	6.171150548557188e-14
113.0	5.6103432435814376e-14
114.0	-6.251063153787575e-13
115.0	7.250291544687964e-14
116.0	7.83910948091688e-14
117.0	3.61212822533462e-14
118.0	5.958073544443196e-14
119.0	7.703296459549027e-14
120.0	7.872721311874415e-14
121.0	-2.8588270242984783e-13
122.0	-2.1908790250234008e-13
123.0	7.383179833881143e-14
124.0	4.773148917195226e-14
125.0	7.703016112633547e-14
126.0	6.56808117337684e-14
127.0	6.977004923634659e-14
128.0	7.482277480265232e-14
129.0	-1.5685509163581672e-13
130.0	7.854157900507985e-14
131.0	8.024247129520966e-14
132.0	6.787698175922054e-14
133.0	7.60509916134393e-14
134.0	4.765300066835191e-14
135.0	7.708744367661058e-14
136.0	7.891720591597603e-14
137.0	7.179630660193394e-14
138.0	2.7855723918482292e-14
139.0	5.2749517791619635e-14
140.0	6.854597841120193e-14
141.0	-2.1328324311495011e-13
142.0	6.442689985112845e-14
143.0	5.467343788145383e-14
144.0	7.37897855943841e-14
145.0	7.673238466919311e-14
146.0	7.001358574138366e-14
147.0	7.948349625831562e-14
148.0	-1.1794124215828172e-15
149.0	7.626233230260023e-14
150.0	5.364205355571057e-15
151.0	6.94945669603262e-14
152.0	6.304786393570313e-14
153.0	7.234833303803696e-14
154.0	7.521629653512557e-14
155.0	7.551816571157914e-14
156.0	6.299374542976351e-14
157.0	-1.8048433100307427e-13
158.0	2.3410332999859037e-15
159.0	7.90231399547087e-14
160.0	-2.17004978242523e-15
161.0	6.966750589206048e-14
162.0	7.915851165799562e-14
163.0	6.140928391277125e-14
164.0	5.6142649150581655e-14
165.0	7.386996247386633e-14
166.0	7.144322510361602e-14
167.0	6.478494699289971e-14
168.0	6.402217372227191e-14
169.0	-3.6973878532508545e-13
170.0	5.87085361869958e-14
171.0	4.92509616565717e-14
172.0	8.01611615130223e-14
